id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,label
580,3,2,3,8,3,9,2,10,2,6,0
581,2,9,3,11,4,4,1,4,2,12,1
582,2,9,3,1,3,3,4,13,2,7,0
583,1,10,2,2,4,12,4,10,2,5,1
584,1,1,4,4,1,8,2,1,3,9,1
585,1,11,4,7,1,5,3,1,4,8,0
586,4,7,1,5,4,2,4,5,1,11,1
587,4,4,3,6,1,2,2,5,1,13,0
588,1,13,1,8,2,13,1,10,4,2,1
589,1,13,3,9,3,6,2,2,4,4,0
590,4,6,4,7,3,4,2,9,3,3,0
591,4,9,1,11,1,10,3,7,4,5,0
592,1,9,4,13,2,5,4,5,1,8,1
593,3,7,2,3,3,11,3,3,3,12,1
594,1,12,4,1,3,12,4,4,3,7,1
595,2,1,2,7,3,9,3,11,1,6,0
596,1,7,1,12,4,11,2,4,3,2,0
597,2,7,1,3,2,4,4,9,4,4,1
598,1,6,2,2,4,12,4,11,4,9,0
599,3,2,2,8,4,10,2,5,1,13,0
600,4,10,3,2,2,1,3,13,4,4,0
601,4,12,3,7,1,3,3,8,2,13,0
602,4,6,3,13,4,1,2,13,2,7,1
603,2,1,4,10,2,7,3,9,3,2,0
604,3,11,3,1,2,3,3,12,1,12,1
605,2,2,3,13,2,13,3,11,3,1,1
606,2,6,3,13,2,7,4,8,3,8,1
607,1,3,1,7,4,11,3,10,4,7,1
608,4,6,2,7,3,11,1,9,3,4,0
609,4,8,1,3,2,13,4,10,2,10,1
610,3,4,1,10,4,11,2,13,4,7,0
611,2,13,1,6,3,7,4,2,3,5,0
612,3,8,4,7,4,12,2,5,2,7,1
613,2,10,3,8,1,3,3,10,4,7,1
614,4,2,1,9,1,6,1,5,4,11,0
615,3,2,2,3,2,1,2,9,4,2,1
616,3,1,4,8,1,9,2,12,2,7,0
617,4,1,1,6,1,2,3,10,4,11,0
618,2,6,2,3,1,9,2,7,3,4,0
619,2,8,2,10,1,6,3,10,3,13,1
620,4,11,3,4,3,2,1,13,2,10,0
621,4,4,2,9,2,13,1,9,2,3,1
622,3,6,4,4,3,2,2,1,4,12,0
623,1,5,1,10,1,3,4,9,3,13,0
624,4,12,3,4,4,9,3,1,3,10,0
625,4,13,1,2,1,8,4,4,1,7,0
626,2,5,3,1,4,5,4,1,1,12,2
627,3,7,4,5,4,11,1,8,2,4,0
628,3,13,2,12,2,11,3,2,4,5,0
629,2,12,3,7,1,12,4,8,4,9,1
630,4,8,1,4,4,5,1,5,1,3,1
631,4,3,1,1,3,11,1,5,4,10,0
632,4,6,4,11,2,7,2,8,3,4,0
633,4,5,4,1,3,11,1,5,1,10,1
634,2,3,3,12,1,2,1,6,2,13,0
635,3,11,1,4,3,6,4,12,3,9,0
636,3,1,3,11,2,4,2,13,1,6,0
637,1,12,2,13,1,6,2,4,1,8,0
638,4,13,1,8,3,8,2,9,3,13,2
639,4,9,4,4,1,3,3,13,1,4,1
640,1,1,2,13,1,10,1,2,2,10,1
641,1,8,3,12,1,13,4,8,1,6,1
642,1,2,3,12,2,8,3,1,1,7,0
643,3,3,3,1,1,9,1,6,1,1,1
644,1,10,3,12,3,11,1,9,2,4,0
645,3,5,2,10,1,6,3,13,2,6,1
646,2,10,1,8,1,13,1,7,2,4,0
647,4,12,3,12,2,12,1,1,1,3,3
648,4,3,3,9,4,9,1,8,2,5,1
649,1,13,4,5,3,13,3,7,2,4,1
650,1,2,3,5,3,10,3,9,4,6,0
651,2,10,4,1,3,13,3,12,3,3,0
652,3,12,3,6,3,10,3,1,2,3,0
653,3,8,1,12,4,12,1,9,3,12,3
654,4,1,1,3,1,11,2,4,4,9,0
655,2,7,3,3,3,5,3,12,3,10,0
656,1,1,2,6,2,10,2,11,1,9,0
657,4,12,3,8,2,7,4,7,3,3,1
658,1,1,2,11,3,12,2,5,1,5,1
659,4,6,4,1,4,5,4,3,4,8,5
660,2,7,1,12,1,4,2,2,2,12,1
661,1,13,3,1,1,12,3,6,4,11,0
662,3,5,4,11,1,4,1,12,3,8,0
663,3,11,3,1,2,7,1,5,3,2,0
664,2,12,4,11,4,1,2,4,1,1,1
665,4,7,4,2,3,9,4,11,4,4,0
666,4,13,1,7,2,7,1,9,3,10,1
667,3,8,4,1,1,2,2,2,1,9,1
668,2,13,3,7,1,3,1,12,1,9,0
669,1,8,1,13,1,4,4,10,3,2,0
670,3,11,2,6,1,12,1,4,3,12,1
671,2,12,2,4,2,7,3,13,3,12,1
672,1,10,1,2,4,7,3,7,3,4,1
673,2,13,1,2,2,2,2,3,3,4,1
674,1,2,1,7,3,10,3,6,2,3,0
675,1,7,3,1,3,10,4,8,3,13,0
676,1,4,3,10,3,12,2,11,3,13,0
677,2,8,3,10,3,2,4,1,3,12,0
678,2,8,3,7,3,6,1,2,3,12,0
679,4,5,4,4,4,10,1,7,1,10,1
680,1,3,4,4,3,8,3,1,4,9,0
681,3,10,1,6,2,7,1,13,3,6,1
682,2,10,2,11,4,11,4,12,1,2,1
683,2,9,2,12,3,11,3,9,4,2,1
684,4,4,3,7,4,12,1,5,2,7,1
685,4,5,4,9,3,13,2,7,4,13,1
686,3,13,2,13,1,3,2,3,2,1,2
687,2,11,2,13,2,12,1,4,3,12,1
688,2,12,1,1,4,7,2,10,1,4,0
689,2,4,1,11,4,4,4,7,4,11,2
690,4,7,4,11,2,10,3,3,2,1,0
691,4,9,2,12,3,8,1,3,4,12,1
692,4,9,4,13,1,11,2,4,1,6,0
693,3,7,1,3,2,9,4,12,2,3,1
694,2,3,4,7,1,6,2,2,2,6,1
695,3,3,1,11,2,9,2,10,2,3,1
696,1,12,3,3,3,5,2,8,4,13,0
697,4,2,4,4,4,5,4,3,4,12,5
698,4,6,2,13,2,10,4,13,3,4,1
699,4,5,1,1,4,2,2,11,2,13,0
700,2,9,2,5,3,8,3,11,1,3,0
701,1,2,1,9,1,5,3,11,3,12,0
702,3,2,3,5,4,2,1,1,1,13,1
703,4,11,1,9,2,3,3,13,3,9,1
704,1,13,3,6,1,12,4,11,2,13,1
705,4,4,2,13,1,12,2,9,4,12,1
706,1,1,2,3,2,4,3,2,3,4,1
707,4,11,1,4,1,13,4,1,4,8,0
708,1,8,2,11,1,4,2,6,3,8,1
709,1,13,3,2,4,11,1,6,4,10,0
710,4,5,2,1,2,11,3,6,1,10,0
711,2,10,4,6,1,7,2,7,3,13,1
712,4,9,3,12,2,8,4,8,2,7,1
713,2,12,1,7,3,4,4,5,1,4,1
714,4,4,2,8,3,10,3,7,1,10,1
715,2,4,4,4,2,9,1,10,2,5,1
716,2,9,2,4,3,6,3,1,1,5,0
717,2,5,4,11,3,7,4,5,2,6,1
718,1,9,3,6,4,12,4,5,2,13,0
719,1,4,1,3,4,2,2,1,2,7,0
720,4,9,1,2,1,5,3,2,4,1,1
721,1,6,4,1,2,4,2,2,4,10,0
722,1,10,2,13,1,1,4,4,1,6,0
723,2,2,3,11,2,9,4,7,3,10,0
724,1,9,3,10,3,2,1,5,1,1,0
725,2,8,2,6,4,9,4,6,3,8,2
726,2,1,2,2,4,5,4,9,2,12,0
727,3,10,2,2,2,12,1,10,1,4,1
728,4,7,3,1,3,6,2,7,1,12,1
729,3,3,1,6,3,2,3,13,4,3,1
730,2,11,2,8,4,8,1,5,4,1,1
731,3,3,2,2,3,13,1,5,1,12,0
732,4,9,1,10,2,5,2,2,4,12,0
733,3,13,1,4,4,8,3,1,1,3,0
734,3,9,2,13,2,5,1,10,3,12,0
735,3,4,4,9,2,12,1,6,1,12,1
736,3,1,3,6,2,4,4,11,2,13,0
737,2,5,4,7,2,3,1,3,3,2,1
738,1,5,1,12,3,10,1,10,1,13,1
739,2,4,3,9,4,6,1,8,3,10,0
740,1,10,1,2,4,13,2,9,2,6,0
741,1,13,4,7,1,1,1,10,2,7,1
742,1,7,2,6,2,4,2,8,2,10,0
743,1,8,4,10,4,12,2,10,4,1,1
744,2,7,3,8,4,3,3,9,1,2,0
745,1,12,2,2,2,12,1,4,4,8,1
746,1,5,1,4,2,8,2,6,3,6,1
747,3,11,2,10,1,10,3,12,2,2,1
748,3,7,3,8,4,10,4,9,2,2,0
749,4,4,3,3,2,3,2,11,2,2,1
750,4,2,2,4,2,2,2,5,4,6,1
751,4,11,2,1,4,1,3,5,3,10,1
752,2,6,3,12,2,11,3,8,3,6,1
753,3,9,3,4,2,3,1,5,4,9,1
754,4,8,2,11,1,13,3,9,4,10,0
755,1,2,3,4,1,1,4,13,2,3,0
756,4,4,2,10,4,3,2,9,3,11,0
757,1,2,1,6,4,8,1,5,4,11,0
758,4,10,1,7,3,1,3,3,4,12,0
759,3,1,4,4,3,2,3,12,1,11,0
760,3,10,3,1,2,4,1,10,2,11,1
761,2,10,1,7,4,1,1,3,2,2,0
762,4,12,2,9,1,7,2,3,1,6,0
763,3,3,2,12,3,5,2,9,4,8,0
764,3,2,3,13,3,7,4,7,2,11,1
765,4,4,2,12,2,4,2,2,1,10,1
766,2,10,2,7,3,1,2,9,1,3,0
767,3,6,1,1,4,6,2,2,1,12,1
768,3,9,1,10,4,11,3,7,4,8,4
769,3,1,4,11,1,10,2,4,4,10,1
770,1,1,4,4,1,10,4,7,3,13,0
771,1,2,1,7,2,3,1,3,2,5,1
772,4,3,3,13,4,4,4,5,3,9,0
773,2,3,1,13,2,9,1,7,3,3,1
774,3,13,3,4,1,9,3,7,3,2,0
775,2,8,1,6,3,3,1,13,4,9,0
776,4,6,2,13,1,5,1,10,4,8,0
777,4,6,4,13,4,2,1,6,4,10,1
778,4,2,1,2,2,11,1,1,3,5,1
779,3,6,2,9,1,6,2,1,4,1,2
780,2,11,4,5,3,2,1,1,2,2,1
781,4,2,2,13,3,8,1,2,3,5,1
782,3,1,1,12,3,10,4,6,1,5,0
783,4,8,1,1,4,13,3,9,2,7,0
784,1,9,1,7,1,5,4,5,4,3,1
785,3,4,1,6,4,5,3,8,1,8,1
786,3,5,2,8,4,13,1,1,2,4,0
787,3,12,3,5,1,4,3,13,4,8,0
788,2,12,3,12,4,13,4,2,1,10,1
789,4,7,3,5,3,1,1,13,2,7,1
790,4,6,4,13,4,3,2,8,2,10,0
791,2,12,4,3,4,7,2,10,3,4,0
792,2,1,4,8,4,7,3,9,1,8,1
793,1,2,2,12,4,13,3,8,1,13,1
794,2,4,1,9,3,5,3,11,3,4,1
795,1,11,4,4,3,12,2,5,1,5,1
796,3,13,4,7,1,7,4,9,3,1,1
797,3,9,3,1,1,11,4,3,1,5,0
798,2,4,4,13,1,6,1,10,4,11,0
799,2,6,4,3,3,6,4,9,1,4,1
800,4,3,2,3,2,13,1,2,4,6,1
801,1,4,4,1,1,8,4,2,4,9,0
802,1,11,1,8,1,1,1,9,4,7,0
803,2,9,3,9,1,1,1,5,4,9,3
804,3,3,1,10,1,4,2,4,4,8,1
805,1,6,4,5,4,1,1,8,2,4,0
806,2,6,2,1,2,9,3,3,3,8,0
807,3,5,2,4,1,12,4,2,2,2,1
808,1,12,1,6,2,2,4,5,1,1,0
809,3,2,1,2,4,6,2,12,4,10,1
810,1,6,4,9,2,1,4,7,3,11,0
811,3,8,1,12,1,2,3,5,4,4,0
812,4,4,2,9,1,4,4,11,3,9,2
813,2,12,2,1,2,13,2,4,2,3,5
814,2,8,2,5,2,1,2,7,3,12,0
815,3,13,1,5,2,5,1,13,3,4,2
816,1,10,1,5,3,13,1,8,2,12,0
817,3,13,4,9,2,3,3,8,3,5,0
818,2,13,4,5,4,8,1,4,1,1,0
819,2,11,4,1,1,1,1,7,4,4,1
820,3,8,1,11,1,10,1,6,4,8,1
821,4,11,4,7,1,3,4,13,2,12,0
822,4,2,4,9,4,5,2,11,1,10,0
823,4,12,1,8,1,3,1,1,3,4,0
824,3,7,4,4,1,1,4,3,4,6,0
825,1,7,4,5,1,13,3,11,2,3,0
826,1,1,2,4,3,1,3,8,2,1,3
827,2,5,4,12,2,12,2,4,2,13,1
828,4,7,4,2,3,5,2,5,2,11,1
829,2,8,4,12,2,6,3,11,4,8,1
830,4,12,3,9,2,12,4,3,3,13,1
831,1,9,3,2,1,13,4,2,3,9,2
832,2,9,3,10,4,13,1,10,2,8,1
833,1,4,2,12,4,7,2,5,4,2,0
834,3,13,1,12,2,5,4,2,2,3,0
835,2,6,4,11,2,8,3,8,4,6,2
836,4,10,1,9,2,11,1,1,2,12,0
837,1,7,2,12,4,10,1,10,4,6,1
838,3,13,1,13,4,3,4,9,1,10,1
839,1,11,2,10,4,2,1,13,3,4,0
840,3,8,1,1,4,9,1,5,2,4,0
841,4,2,1,9,2,6,1,5,2,3,0
842,4,9,2,9,1,2,3,1,3,13,1
843,4,10,3,11,3,2,1,1,3,6,0
844,3,1,1,11,2,7,2,13,3,5,0
845,4,10,4,12,3,6,4,9,3,13,0
846,3,11,1,13,3,3,3,4,4,5,0
847,2,3,1,10,4,8,1,3,4,7,1
848,3,5,1,11,3,13,3,6,3,4,0
849,2,5,4,2,4,4,2,3,1,6,4
850,3,1,2,1,3,5,2,2,4,8,1
851,4,7,2,8,1,2,4,2,2,3,1
852,4,1,4,9,3,6,4,6,2,13,1
853,1,10,3,8,3,13,4,2,1,3,0
854,3,5,2,12,1,5,3,3,1,8,1
855,3,1,3,9,4,7,1,9,1,6,1
856,1,13,1,11,1,9,3,2,4,8,0
857,4,6,1,8,1,1,4,7,3,11,0
858,2,1,3,2,1,5,4,3,2,13,0
859,2,7,1,3,4,4,3,9,3,11,0
860,1,13,4,8,4,11,3,11,1,5,1
861,4,13,2,4,3,12,3,5,1,6,0
862,1,11,2,2,2,7,2,10,2,8,0
863,2,8,2,5,3,3,4,2,2,11,0
864,2,11,4,5,1,11,1,10,3,5,2
865,4,3,2,6,3,12,2,8,3,13,0
866,2,5,1,7,1,11,4,9,1,2,0
867,1,12,1,3,3,1,3,11,2,9,0
868,2,3,4,6,4,1,3,12,2,9,0
869,3,7,3,6,3,5,1,12,3,8,0
870,4,9,4,5,3,1,2,10,3,3,0
871,3,13,1,11,1,5,4,13,4,9,1
872,4,4,3,1,2,1,2,8,3,7,1
873,2,3,2,8,3,7,2,1,2,2,0
874,3,13,1,12,4,10,3,7,2,11,0
875,1,7,1,10,1,5,3,8,2,8,1
876,2,1,2,2,2,12,4,6,2,9,0
877,4,13,2,9,1,4,2,11,3,7,0
878,4,1,1,2,2,12,4,11,1,13,0
879,2,12,4,11,1,6,1,11,3,5,1
880,1,2,4,8,1,10,2,8,1,11,1
881,4,3,3,2,4,9,1,9,1,12,1
882,1,12,2,5,3,3,2,8,4,10,0
883,1,7,2,2,1,5,1,3,3,10,0
884,1,7,1,8,4,2,1,5,2,9,0
885,1,9,1,10,4,4,4,13,1,6,0
886,2,4,4,3,2,10,1,8,4,4,1
887,3,6,1,3,2,11,4,6,3,11,2
888,4,9,4,2,2,9,3,12,3,4,1
889,3,7,2,13,2,8,1,10,3,12,0
890,4,8,3,1,2,12,1,6,3,11,0
891,1,11,3,1,3,3,1,7,2,11,1
892,4,12,4,9,1,13,4,13,3,3,1
893,1,6,3,9,1,10,1,1,3,2,0
894,4,11,1,6,4,4,4,3,2,8,0
895,2,9,2,5,3,2,1,1,2,11,0
896,1,12,1,3,3,1,1,11,1,13,0
897,4,6,4,11,2,13,3,10,3,12,0
898,2,7,4,9,3,2,4,8,1,7,1
899,4,12,2,8,1,8,4,6,4,5,1
900,4,9,3,9,1,2,4,2,1,12,2
901,3,8,2,10,3,7,1,7,2,2,1
902,4,11,4,12,1,13,3,7,3,3,0
903,3,12,2,3,2,12,3,3,1,9,2
904,4,1,3,13,2,2,2,1,3,9,1
905,1,9,4,5,2,13,4,2,4,10,0
906,3,13,1,3,1,2,2,8,4,12,0
907,2,9,2,2,4,5,1,3,1,13,0
908,3,11,4,12,2,11,4,5,1,6,1
909,2,1,1,2,3,11,2,3,4,2,1
910,1,8,2,7,2,5,4,2,2,10,0
911,1,8,4,7,3,8,4,3,2,7,2
912,2,13,2,5,3,13,3,4,1,1,1
913,4,6,2,2,3,9,1,10,2,1,0
914,4,4,3,5,1,9,2,7,2,5,1
915,4,9,3,1,4,13,4,7,1,13,1
916,4,13,2,8,1,7,2,5,4,12,0
917,2,5,2,12,3,9,4,11,1,4,0
918,1,10,3,1,1,11,3,9,2,13,0
919,4,2,4,10,1,10,1,7,2,5,1
920,4,10,1,5,3,2,3,6,1,7,0
921,1,6,1,5,1,1,1,9,1,12,5
922,2,8,1,4,3,11,4,3,2,13,0
923,2,4,1,13,1,12,2,5,2,13,1
924,1,10,4,9,3,12,3,13,2,13,1
925,2,3,4,1,3,8,2,2,1,7,0
926,2,5,1,8,2,12,4,1,1,9,0
927,3,10,2,12,3,3,4,2,1,4,0
928,2,10,2,8,4,7,2,2,1,6,0
929,1,7,4,6,3,6,2,11,3,2,1
930,4,9,3,13,1,12,2,9,4,8,1
931,1,3,4,8,1,5,2,13,3,7,0
932,4,12,2,3,2,7,4,9,3,6,0
933,4,12,4,1,4,3,3,6,4,5,0
934,1,9,1,2,4,10,3,9,4,3,1
935,3,10,2,3,2,9,3,3,3,1,1
936,4,10,3,5,3,1,2,1,1,7,1
937,3,10,4,4,2,4,4,1,1,2,1
938,3,13,3,9,2,1,1,3,2,9,1
939,3,1,1,9,4,1,3,8,2,12,1
940,2,6,4,11,3,11,4,4,4,10,1
941,1,6,4,8,2,12,4,2,2,6,1
942,3,3,2,8,4,8,1,5,2,10,1
943,2,3,2,8,3,2,1,11,3,6,0
944,2,9,3,2,4,3,2,4,4,6,0
945,3,4,1,12,3,13,4,1,2,6,0
946,1,9,3,12,4,4,3,4,2,12,2
947,2,12,3,13,1,11,4,11,2,10,1
948,2,12,3,5,2,11,3,9,2,8,0
949,4,9,1,8,3,5,4,6,2,13,0
950,3,2,4,4,1,5,1,8,1,2,1
951,3,8,4,6,3,12,1,13,3,1,0
952,4,9,2,6,4,7,1,4,3,4,1
953,2,1,2,2,4,13,2,13,4,1,2
954,4,12,4,8,3,6,2,4,3,4,1
955,3,9,3,3,1,13,2,2,2,12,0
956,4,6,1,5,4,2,1,4,4,7,0
957,4,2,1,2,1,10,4,3,2,4,1
958,3,7,4,3,1,9,3,5,3,3,1
959,3,8,3,9,1,12,2,8,2,11,1
960,1,13,4,1,1,3,3,12,4,13,1
961,4,1,4,6,4,7,1,11,3,5,0
962,3,8,4,3,1,3,2,9,3,13,1
963,2,11,4,2,3,8,2,12,1,3,0
964,3,4,3,13,1,6,3,1,4,7,0
965,1,12,1,4,1,2,2,11,3,7,0
966,4,11,4,10,4,12,3,1,2,12,1
967,2,1,3,11,3,13,4,5,4,1,1
968,1,11,4,1,1,12,4,12,3,2,1
969,2,11,4,2,1,2,4,1,1,11,2
970,1,13,4,8,3,1,2,5,1,5,1
971,3,9,2,2,3,5,2,8,2,7,0
972,3,10,1,9,3,8,3,4,3,5,0
973,3,11,4,3,2,8,1,13,4,10,0
974,4,3,4,6,2,1,3,11,1,4,0
975,4,7,4,4,4,10,4,9,4,12,5
976,3,9,1,8,2,7,4,9,2,6,1
977,1,9,3,11,2,2,3,7,2,10,0
978,4,3,2,8,3,9,3,5,4,7,0
979,3,2,4,8,1,7,2,13,3,8,1
980,3,6,4,2,3,8,3,9,1,4,0
981,4,6,2,13,4,13,4,3,2,5,1
982,4,7,2,8,1,11,3,2,1,2,1
983,4,1,1,13,1,3,3,7,2,7,1
984,4,11,3,10,3,2,2,1,4,12,0
985,2,4,3,5,4,12,3,2,4,13,0
986,2,7,4,8,1,5,3,2,4,10,0
987,4,1,1,8,3,13,4,9,2,1,1
988,4,7,1,4,4,12,3,4,1,3,1
989,3,9,3,3,3,13,3,11,3,5,5
990,2,1,1,3,2,5,3,8,1,12,0
991,4,2,3,6,2,11,2,13,1,6,1
992,1,8,3,13,2,7,3,10,2,11,0
993,1,10,4,7,3,13,4,11,2,3,0
994,4,9,1,12,3,9,1,6,1,13,1
995,3,11,3,13,1,6,2,11,3,3,1
996,3,10,1,13,3,9,2,10,3,4,1
997,4,1,2,9,1,8,1,2,1,4,0
998,4,11,1,12,1,13,1,3,3,3,1
999,1,3,4,6,3,2,2,6,2,1,1
1000,4,4,3,8,1,11,4,9,2,5,0
1001,2,6,2,3,1,2,4,1,4,2,1
1002,2,8,3,2,3,5,1,8,3,4,1
1003,3,9,3,3,4,9,4,13,1,11,1
1004,1,2,4,4,4,10,3,2,1,11,1
1005,4,13,1,5,3,2,4,4,1,9,0
1006,4,8,4,11,1,2,2,4,3,11,1
1007,4,8,2,9,2,12,3,3,4,6,0
1008,2,10,4,1,1,7,3,1,1,5,1
1009,2,2,1,13,4,10,4,13,1,9,1
1010,4,7,2,4,4,6,2,2,1,5,0
1011,2,9,2,6,4,5,2,11,1,13,0
1012,2,7,2,9,3,11,3,2,4,3,0
1013,4,12,2,12,2,1,4,7,4,4,1
1014,4,7,3,2,1,5,3,1,3,9,0
1015,4,3,2,9,2,6,4,2,2,8,0
1016,3,1,4,9,1,12,2,4,1,11,0
1017,4,3,3,11,1,9,4,12,1,7,0
1018,1,7,4,5,4,4,2,9,3,4,1
1019,3,10,1,7,3,8,3,11,3,9,4
1020,1,3,3,11,4,12,2,9,4,6,0
1021,3,13,1,6,2,7,1,9,4,12,0
1022,4,4,2,7,3,6,4,3,2,4,1
1023,3,7,1,4,2,10,4,2,1,10,1
1024,1,8,3,13,4,5,2,9,1,1,0
1025,1,6,1,3,1,12,1,4,3,10,0
1026,3,12,2,1,3,9,1,1,1,6,1
1027,4,6,4,7,2,10,3,11,3,4,0
1028,1,13,2,7,3,12,1,5,4,2,0
1029,4,1,3,6,1,7,4,10,1,4,0
1030,4,7,4,5,4,9,4,1,2,8,0
1031,3,11,1,3,1,11,2,2,4,6,1
1032,2,11,3,4,1,5,4,2,4,9,0
1033,3,4,1,10,2,3,1,5,4,9,0
1034,4,11,2,9,1,5,3,9,2,7,1
1035,4,5,2,3,1,1,3,10,2,6,0
1036,3,8,2,7,2,3,3,7,1,12,1
1037,3,12,4,8,4,7,3,3,1,6,0
1038,1,2,2,12,1,8,1,13,3,1,0
1039,2,7,2,5,4,9,4,6,1,9,1
1040,2,9,3,9,2,7,2,5,3,1,1
1041,3,12,3,2,4,11,2,11,1,3,1
1042,2,2,1,13,2,13,4,3,4,13,3
1043,4,10,4,11,1,10,2,9,4,1,1
1044,3,6,1,9,4,5,4,8,3,13,0
1045,4,2,3,10,4,7,4,10,2,6,1
1046,2,8,4,13,3,8,3,2,4,2,2
1047,2,10,3,9,1,11,2,11,4,5,1
1048,2,10,3,10,2,3,2,5,1,6,1
1049,3,2,2,13,2,3,4,6,1,10,0
1050,2,5,3,6,2,13,2,7,4,2,0
1051,4,13,1,1,3,8,3,13,3,1,2
1052,1,4,1,5,3,9,2,2,3,3,0
1053,3,9,1,2,1,9,1,10,3,3,1
1054,1,3,4,5,2,1,4,9,4,4,0
1055,3,11,3,6,3,4,1,5,2,2,0
1056,3,3,4,13,1,5,1,11,1,3,1
1057,3,4,3,7,3,11,2,4,3,2,1
1058,4,1,1,10,3,2,4,8,1,12,0
1059,3,1,3,9,2,10,1,8,3,8,1
1060,1,2,4,10,4,11,2,8,4,6,0
1061,1,8,1,5,4,10,3,2,4,1,0
1062,3,8,2,7,3,9,1,6,2,5,4
1063,4,8,3,1,2,5,4,4,4,10,0
1064,1,10,2,12,1,2,1,11,3,3,0
1065,3,1,2,5,2,3,3,4,3,5,1
1066,2,9,2,13,3,11,2,6,2,11,1
1067,4,13,1,12,4,11,2,11,1,6,1
1068,3,9,3,7,3,13,1,12,3,5,0
1069,2,7,4,8,3,5,3,1,1,5,1
1070,3,1,3,10,4,8,3,6,1,3,0
1071,2,8,3,6,2,7,4,7,2,1,1
1072,3,7,4,11,1,9,4,3,4,12,0
1073,3,9,2,9,1,6,1,3,2,5,1
1074,2,11,4,9,2,7,3,2,3,4,0
1075,2,10,4,6,4,8,3,8,3,9,1
1076,1,4,4,13,2,7,4,11,3,9,0
1077,3,6,2,7,2,1,4,4,4,1,1
1078,2,7,1,4,2,1,4,7,4,10,1
1079,2,4,1,4,2,7,3,1,1,13,1
1080,1,2,2,6,4,2,3,2,2,8,3
1081,3,4,4,11,3,8,3,6,1,2,0
1082,4,1,1,6,3,5,4,13,4,5,1
1083,4,3,3,10,1,13,4,6,3,11,0
1084,3,3,3,8,1,1,2,4,3,10,0
1085,4,5,2,7,1,11,3,9,4,1,0
1086,4,4,4,12,4,1,3,1,1,13,1
1087,3,7,4,2,3,9,2,11,3,2,1
1088,1,7,2,13,2,12,2,5,4,10,0
1089,4,3,4,13,1,13,4,12,3,6,1
1090,2,4,1,13,3,9,4,6,3,8,0
1091,4,1,4,13,3,7,2,6,1,11,0
1092,4,1,1,2,2,7,4,7,4,2,2
1093,3,8,4,10,2,12,1,4,3,2,0
1094,2,4,4,8,2,13,1,7,1,10,0
1095,2,6,2,7,4,10,3,2,2,10,1
1096,3,1,1,8,4,8,4,5,2,3,1
1097,4,10,4,3,1,5,2,3,2,9,1
1098,4,7,3,5,4,5,1,3,3,8,1
1099,3,2,2,11,3,11,4,10,4,8,1
1100,1,10,3,7,2,2,2,8,3,11,0
1101,2,2,2,13,3,13,3,1,3,11,1
1102,4,2,2,10,1,6,3,1,4,5,0
1103,1,4,1,10,2,3,3,9,1,7,0
1104,3,3,2,12,1,4,1,10,4,2,0
1105,3,2,4,7,3,7,1,7,1,1,3
1106,3,4,1,8,2,12,1,11,4,7,0
1107,4,3,3,7,2,6,1,4,3,1,0
1108,2,9,1,9,4,6,2,13,3,5,1
1109,3,5,2,13,4,12,1,13,1,1,1
1110,4,11,3,4,3,6,2,12,1,13,0
1111,1,13,4,1,4,8,4,7,4,4,0
1112,4,13,1,8,2,5,1,3,3,10,0
1113,2,2,1,11,4,12,1,10,2,1,0
1114,4,7,2,2,3,5,1,9,2,8,0
1115,3,13,3,3,3,10,2,9,1,8,0
1116,1,2,1,6,2,1,2,8,2,3,0
1117,2,9,4,7,3,9,2,13,2,6,1
1118,1,11,4,7,1,9,1,2,4,5,0
1119,4,13,4,8,3,10,1,7,3,11,0
1120,1,3,4,10,4,9,1,10,4,5,1
1121,2,7,3,13,2,9,3,8,2,2,0
1122,2,8,4,2,2,4,1,10,3,7,0
1123,2,1,1,10,2,10,3,6,4,7,1
1124,1,5,1,6,1,1,2,13,3,13,1
1125,4,1,4,7,4,8,3,12,1,3,0
1126,1,5,4,11,4,5,4,1,2,8,1
1127,4,5,3,3,1,10,4,8,3,13,0
1128,2,3,1,13,1,10,3,2,2,10,1
1129,4,4,4,7,1,11,4,11,4,13,1
1130,1,6,4,1,4,12,3,12,1,8,1
1131,2,6,3,3,4,5,2,7,1,8,0
1132,1,9,3,11,1,11,3,3,1,7,1
1133,2,12,3,10,2,13,2,3,4,4,0
1134,3,1,1,6,4,11,3,3,4,6,1
1135,2,13,4,9,1,12,2,11,1,6,0
1136,1,3,4,9,2,10,4,1,1,4,0
1137,4,13,1,2,2,8,3,2,4,9,1
1138,2,11,4,1,2,13,4,4,1,11,1
1139,2,10,2,5,4,7,1,12,4,4,0
1140,1,13,1,10,4,9,3,12,4,7,0
1141,3,6,3,4,2,13,4,10,2,10,1
1142,2,11,4,10,4,7,2,1,3,5,0
1143,4,9,3,7,1,9,4,6,2,7,2
1144,2,8,1,3,2,5,1,10,3,3,1
1145,2,5,3,6,3,5,4,6,1,9,2
1146,4,2,1,5,4,6,1,8,1,3,0
1147,4,13,2,2,1,3,3,9,4,2,1
1148,4,10,2,7,3,8,3,6,4,3,0
1149,2,6,4,8,3,10,2,9,2,10,1
1150,2,9,1,10,4,3,2,13,2,11,0
1151,2,11,2,7,4,13,2,8,1,1,0
1152,4,7,4,8,1,5,1,4,1,1,0
1153,1,9,3,5,2,2,2,3,4,4,0
1154,3,6,1,7,4,2,3,4,2,9,0
