id,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,label
383,54,78,77,100,64,60,36,27,0,2,12,4,56,2,100,0,2
384,0,36,35,56,68,78,100,100,94,76,80,51,70,25,70,0,1
385,89,100,56,85,0,62,44,50,100,54,82,77,52,38,20,0,4
386,7,86,0,62,15,20,62,0,100,31,96,73,53,100,8,78,0
387,0,98,4,100,59,100,100,87,96,64,75,43,51,22,40,0,7
388,0,99,50,100,100,91,54,57,32,0,69,13,70,28,31,23,7
389,51,100,21,77,2,49,0,20,45,0,100,17,51,27,4,7,6
390,63,77,30,100,0,59,12,13,67,0,100,37,88,83,34,88,0
391,0,83,11,100,56,93,53,67,66,42,100,20,73,1,16,0,3
392,100,66,56,100,23,73,77,34,65,0,0,24,55,58,73,77,8
393,100,100,54,85,21,57,0,27,23,0,75,7,57,29,3,23,6
394,100,100,62,86,30,66,7,41,0,12,36,0,59,18,17,25,6
395,23,83,0,48,10,9,53,0,91,23,100,63,75,97,31,100,0
396,39,76,74,40,83,2,11,0,50,35,100,67,73,100,0,81,8
397,37,79,78,100,94,68,60,37,10,19,0,31,55,24,100,0,2
398,22,75,47,100,74,82,47,53,84,44,100,17,54,0,0,9,3
399,12,86,62,100,92,86,54,64,81,46,100,22,62,0,0,5,3
400,79,97,0,100,9,73,89,87,100,95,79,63,60,30,57,0,9
401,0,89,10,55,51,30,48,0,18,23,20,66,49,94,100,100,5
402,0,71,39,81,74,99,100,100,78,75,53,50,28,26,11,0,1
403,89,100,38,83,0,44,2,0,61,2,100,40,100,88,45,98,0
404,64,60,76,100,13,99,39,75,100,87,98,44,65,6,0,0,9
405,76,100,34,77,7,48,0,17,47,0,100,13,78,37,21,29,6
406,35,61,54,100,58,76,54,31,78,0,100,6,36,5,0,8,1
407,84,100,37,82,7,55,0,25,35,0,100,7,85,30,23,19,6
408,44,83,70,100,93,77,59,50,93,44,100,16,53,0,0,3,3
409,0,99,48,100,100,96,90,55,58,15,33,0,40,40,92,37,7
410,72,83,49,100,61,58,82,17,0,0,25,33,100,61,75,92,8
411,0,72,62,95,74,100,69,74,72,49,79,23,51,0,100,0,1
412,23,63,31,100,64,84,54,45,28,10,0,5,50,3,100,0,2
413,100,81,83,96,26,100,0,88,16,54,69,40,87,6,34,0,5
414,22,77,89,62,98,100,32,87,68,63,100,55,81,11,0,0,9
415,29,72,52,100,63,58,39,17,0,0,18,17,59,10,100,3,2
416,12,76,47,100,100,98,97,72,52,54,74,30,52,5,0,0,3
417,9,100,0,72,7,44,62,28,100,45,86,55,68,27,55,0,4
418,0,96,45,98,100,100,97,83,77,62,60,39,52,17,55,0,7
419,0,92,39,100,67,79,50,37,24,0,17,22,52,41,100,46,7
420,31,93,12,78,71,36,31,0,21,33,100,65,69,100,0,78,8
421,54,100,28,76,5,51,0,28,66,27,100,49,82,25,69,0,4
422,12,82,41,100,84,84,54,51,88,43,100,10,50,0,0,6,3
423,29,74,97,77,100,100,0,84,2,59,100,71,44,35,7,0,9
424,0,98,40,100,78,88,59,42,32,0,28,14,47,41,100,42,7
425,64,100,34,73,100,39,94,3,0,0,38,38,90,74,76,95,8
426,100,97,50,100,12,88,6,48,37,47,78,25,50,0,0,2,5
427,7,89,0,45,16,5,51,0,84,20,100,61,84,100,50,98,0
428,49,86,50,100,100,96,81,66,82,40,87,9,38,0,0,22,3
429,6,74,0,32,38,0,90,14,100,64,67,100,18,78,16,34,0
430,77,60,77,100,10,90,15,49,40,8,0,0,32,34,100,55,8
431,38,100,18,81,0,52,36,38,95,42,100,60,83,31,85,0,4
432,0,99,51,100,100,96,72,59,56,16,41,0,24,39,81,50,7
433,99,100,61,78,37,40,41,0,99,0,100,33,47,50,0,28,6
434,33,100,0,66,28,40,55,12,1,0,10,46,44,84,100,92,5
435,4,80,0,100,37,82,33,53,5,28,4,6,52,2,100,0,2
436,0,79,31,94,68,100,100,88,94,62,74,39,51,18,64,0,2
437,48,100,39,64,0,31,89,31,100,59,77,85,71,42,63,0,4
438,84,81,39,100,0,66,9,18,60,0,100,33,89,80,36,92,0
439,26,89,64,100,81,82,73,61,100,37,81,11,41,0,0,5,3
440,31,88,6,58,14,13,64,0,100,33,96,77,49,100,0,81,0
441,0,84,25,100,58,74,51,37,38,0,15,20,43,33,100,32,7
442,42,79,67,100,78,79,71,60,100,39,85,10,41,0,0,14,3
443,15,90,57,100,82,85,60,62,100,47,86,23,44,8,0,0,3
444,15,97,0,76,33,46,95,59,100,100,83,83,87,41,97,0,4
445,58,85,100,100,87,94,52,72,59,43,85,27,47,2,0,0,5
446,32,95,100,100,55,95,0,71,7,45,73,33,78,7,11,0,5
447,0,94,44,100,84,82,100,47,93,10,90,0,88,23,41,26,7
448,0,95,50,100,100,86,90,49,66,15,49,0,23,32,76,41,7
449,0,100,17,94,8,64,24,37,70,41,100,57,87,28,100,0,4
450,66,94,100,100,81,96,50,81,47,50,54,19,26,0,0,12,5
451,44,97,9,62,0,13,41,0,82,26,100,72,63,100,17,92,0
452,72,100,36,98,39,81,82,99,100,84,70,48,37,16,0,0,9
453,0,65,37,82,82,100,100,90,86,65,70,39,55,14,49,0,1
454,35,96,100,100,44,93,0,73,27,60,85,46,76,17,21,0,5
455,32,72,57,100,76,71,56,35,21,7,0,4,51,0,100,6,2
456,100,100,81,81,39,55,0,28,8,0,75,4,66,31,12,25,6
457,15,72,47,100,88,89,52,60,75,35,100,7,50,0,0,11,3
458,0,64,47,81,100,100,91,84,65,62,47,40,42,17,63,0,1
459,51,91,86,100,70,66,43,34,8,6,0,11,49,10,100,0,2
460,41,82,77,98,100,100,59,90,28,69,54,42,39,13,0,0,5
461,80,100,31,86,63,74,100,95,83,70,81,41,56,15,0,0,9
462,100,82,76,100,57,78,99,87,92,68,67,40,38,14,0,0,9
463,33,76,48,100,100,97,74,50,44,4,77,0,39,40,0,79,8
464,86,71,72,100,32,75,55,35,42,0,0,17,48,45,100,70,8
465,31,100,4,70,0,37,66,36,100,50,66,68,36,34,14,0,4
466,0,87,32,100,75,90,64,45,49,0,82,10,100,33,54,37,7
467,100,95,87,100,49,74,16,43,6,6,52,0,48,29,0,39,6
468,100,69,78,100,37,85,83,77,91,52,97,15,51,0,0,0,9
469,35,44,41,2,81,14,100,60,81,100,40,85,9,49,0,0,0
470,64,100,32,77,16,47,16,16,58,0,100,16,49,23,0,9,6
471,100,81,55,54,0,63,23,95,84,100,94,64,74,29,35,0,9
472,100,64,45,45,0,65,22,100,80,99,99,62,85,23,40,0,9
473,0,89,31,100,100,80,94,39,63,0,22,15,8,37,95,44,7
474,100,100,59,73,26,45,0,15,33,0,97,18,81,38,9,28,6
475,100,77,58,100,16,69,0,27,40,0,93,15,95,58,53,89,0
476,45,82,39,100,82,99,64,43,25,5,0,0,50,4,100,0,2
477,27,100,0,64,4,8,63,0,100,46,73,96,12,79,0,25,0
478,40,67,54,100,91,85,69,49,34,20,0,0,49,1,100,0,2
479,44,89,100,100,91,93,35,79,33,55,73,29,54,0,0,11,5
480,100,100,66,94,38,70,15,45,0,18,26,0,55,16,11,24,6
481,0,98,51,100,100,87,76,48,60,8,46,0,3,24,94,26,7
482,93,100,52,82,19,52,12,18,60,0,100,21,44,32,0,10,6
483,8,92,58,64,100,30,73,0,12,22,0,61,3,97,90,100,5
484,23,85,0,49,2,11,52,0,91,30,100,67,70,100,14,96,0
485,20,85,0,61,18,22,50,0,86,11,100,51,79,87,45,100,0
486,13,54,0,16,39,0,82,17,100,54,89,93,47,100,26,65,0
487,68,46,89,75,52,100,0,80,6,53,72,54,100,33,89,0,9
488,29,97,31,70,61,42,50,0,0,20,17,60,41,98,100,100,5
489,41,96,99,100,100,74,58,38,28,0,7,16,0,45,80,34,7
490,100,100,50,76,0,36,76,35,99,62,89,96,80,45,72,0,4
491,22,77,34,100,90,99,65,67,72,56,100,28,58,2,0,0,3
492,0,75,8,100,40,91,28,59,7,31,13,8,56,5,100,0,2
493,0,57,36,83,62,100,54,64,47,28,12,0,30,2,100,3,1
494,0,64,48,80,100,100,95,87,76,65,67,43,57,22,71,0,1
495,0,87,9,47,80,54,80,7,24,0,2,50,25,91,100,100,5
496,0,72,9,100,68,94,74,63,49,34,6,9,30,0,100,1,2
497,0,90,46,100,100,98,87,76,56,56,74,34,56,12,8,0,3
498,53,79,44,55,22,10,0,0,32,36,66,69,100,100,61,83,8
499,100,95,68,100,34,98,19,61,53,61,61,20,31,2,0,0,5
500,0,12,50,48,84,87,24,100,29,65,100,35,84,0,9,11,8
501,0,95,51,100,91,86,81,45,68,5,55,0,46,34,100,33,7
502,43,97,3,69,0,20,43,0,88,23,100,70,62,100,14,84,0
503,0,89,54,100,100,80,82,37,48,0,11,5,19,32,76,38,7
504,14,86,0,58,58,63,77,21,27,0,14,55,36,93,100,100,5
505,34,100,9,68,61,65,67,24,0,0,3,45,20,92,100,99,5
506,45,70,77,35,58,0,0,10,48,42,100,71,84,100,26,81,8
507,29,75,29,85,100,100,85,81,59,61,38,41,15,20,0,0,1
508,6,100,0,80,32,54,100,59,99,99,72,77,60,38,43,0,4
509,68,100,50,79,15,51,0,47,54,38,100,49,91,35,87,0,4
510,99,68,58,100,0,78,47,42,100,9,39,0,47,41,100,73,8
511,0,86,37,100,95,92,87,67,55,44,18,23,32,2,100,0,2
512,100,94,54,96,9,100,0,60,43,52,72,24,41,0,13,8,5
513,0,79,36,100,82,81,87,40,70,0,31,24,45,45,100,50,7
514,32,74,87,95,100,100,84,73,79,46,66,18,0,0,3,0,1
515,29,100,3,82,0,52,60,51,100,78,90,56,81,27,75,0,4
516,0,75,36,100,63,73,47,34,14,4,4,10,52,9,100,0,2
517,13,95,17,66,83,35,77,0,0,14,42,49,100,81,34,100,8
518,8,58,56,77,100,100,88,95,60,72,36,48,12,24,0,0,1
519,15,73,42,100,32,72,27,39,44,7,100,0,52,5,0,3,1
520,27,90,0,77,64,52,72,11,8,0,7,41,29,84,100,100,5
521,0,62,21,100,27,80,26,35,4,4,12,0,55,2,100,5,1
522,0,90,47,100,65,69,48,31,37,0,14,34,49,40,100,39,7
523,24,58,84,87,100,100,89,60,85,20,45,0,0,1,94,2,1
524,45,100,12,82,0,41,17,4,62,0,100,21,96,60,54,66,0
525,26,74,54,100,70,70,49,37,18,7,0,7,49,15,100,0,2
526,38,63,74,100,11,86,34,43,67,0,0,7,27,48,100,76,8
527,43,83,42,76,52,100,46,44,36,0,0,13,50,12,100,13,1
528,21,90,3,52,77,55,62,5,0,0,6,52,14,100,100,100,5
529,5,100,93,97,100,74,65,41,37,8,5,0,0,24,89,23,7
530,8,100,0,81,9,52,81,54,100,75,86,64,87,32,90,0,4
531,12,83,8,54,56,31,22,0,4,24,0,63,37,94,100,100,5
532,68,100,23,77,0,41,7,3,64,0,100,31,56,39,14,11,6
533,26,80,57,100,72,75,54,44,24,18,0,11,50,8,100,0,2
534,52,96,84,100,100,79,73,58,84,35,90,11,47,0,0,5,3
535,0,95,43,100,100,93,64,62,33,29,1,0,1,36,72,36,7
536,100,97,40,100,0,65,35,27,39,0,40,38,87,73,87,100,8
537,76,70,32,100,10,71,85,41,100,4,4,0,0,39,54,73,8
538,36,100,3,76,0,32,27,0,70,6,100,37,91,76,49,70,0
539,8,100,0,77,0,55,29,38,71,55,71,42,71,20,100,0,4
540,17,89,0,55,65,58,69,11,11,0,10,60,31,100,100,96,5
541,0,78,39,100,82,75,68,37,54,0,6,25,35,37,100,37,7
542,0,95,54,100,93,79,81,42,60,7,36,0,44,27,100,31,7
543,55,89,32,100,5,65,0,28,43,0,100,19,51,31,16,0,6
544,33,95,4,69,0,27,39,0,88,16,100,56,69,89,17,100,0
545,19,100,3,83,0,60,8,37,92,33,81,44,70,21,100,0,4
546,81,90,29,82,0,42,10,0,70,16,100,56,96,100,47,82,0
547,59,85,25,71,88,35,79,0,7,29,62,64,100,100,0,99,8
548,0,96,10,100,59,99,100,87,93,64,69,43,44,22,25,0,7
549,0,84,46,100,96,88,94,50,83,11,62,0,45,26,100,26,7
550,0,98,20,100,19,70,11,40,43,27,89,42,94,29,100,0,4
551,0,54,49,75,96,100,91,75,69,45,51,16,27,0,100,6,1
552,44,73,66,100,100,88,74,57,33,32,0,21,53,19,99,0,2
553,31,79,55,49,70,14,32,0,14,38,0,71,49,86,100,100,5
554,0,100,82,95,100,79,100,64,91,48,82,32,55,15,55,0,1
555,0,99,50,100,77,77,59,50,29,26,0,2,48,0,100,4,2
556,9,61,16,100,58,96,41,53,7,18,0,8,49,2,100,0,2
557,84,52,98,96,64,100,73,62,100,55,83,9,42,0,0,4,9
558,65,100,20,85,0,52,59,42,100,64,79,62,38,32,7,0,4
559,78,99,0,100,17,63,57,28,47,0,7,31,45,65,100,95,8
560,19,74,43,100,70,80,53,53,100,42,98,12,50,0,0,4,3
561,27,84,65,77,71,100,0,88,78,80,100,53,60,24,5,0,9
562,43,75,61,100,94,86,75,47,43,14,0,2,49,0,100,1,2
563,14,99,16,67,67,33,74,0,0,17,44,48,100,77,39,100,8
564,38,85,13,55,31,8,75,0,100,40,85,87,42,100,0,79,0
565,45,79,57,100,100,93,86,66,70,44,87,20,46,6,0,0,3
566,10,86,51,100,84,78,53,48,85,40,100,14,52,0,0,0,3
567,100,100,65,85,33,64,10,39,0,11,35,0,54,22,10,24,6
568,50,89,52,100,0,67,23,45,96,48,100,76,60,39,38,0,4
569,42,100,22,76,0,52,26,34,82,41,100,47,74,24,57,0,4
570,100,100,35,91,0,57,1,18,67,10,96,39,27,33,16,0,6
571,0,82,37,62,83,30,65,0,46,32,81,66,100,100,23,90,8
572,100,100,63,84,32,55,13,22,43,0,81,17,36,28,0,8,6
573,19,100,55,99,58,67,30,39,0,15,21,0,60,1,100,0,2
574,57,68,52,100,4,71,48,37,63,0,0,13,27,49,100,78,8
575,45,100,14,69,61,42,46,0,0,3,15,50,42,91,100,96,5
576,33,64,36,100,59,71,44,34,0,18,32,26,71,0,100,22,2
577,8,80,40,100,61,67,38,31,0,12,21,27,61,10,100,0,2
578,44,93,9,64,82,45,63,8,0,0,13,44,28,88,100,100,5
579,100,100,51,95,16,64,0,28,36,0,98,12,68,35,6,24,6
580,29,89,84,100,80,73,36,50,94,38,100,9,41,0,0,17,3
581,16,38,67,29,43,0,22,25,66,57,100,94,50,100,0,74,8
582,35,73,77,55,100,20,39,0,37,35,79,68,86,100,0,84,8
583,75,100,0,89,70,61,100,26,32,0,7,31,63,63,95,99,8
584,62,99,19,100,55,82,71,98,99,58,100,14,49,0,0,20,9
585,26,76,23,100,52,68,43,30,0,12,49,5,97,0,100,32,2
586,35,85,22,38,45,0,87,12,100,57,81,100,37,97,0,72,0
587,86,90,28,100,0,52,46,4,26,0,25,51,100,83,73,99,8
588,62,77,76,100,95,83,56,58,95,52,100,21,55,2,0,0,3
589,100,92,62,100,21,75,51,73,87,85,63,51,36,17,0,0,9
590,62,76,23,100,0,67,67,35,89,0,22,22,56,60,100,96,8
591,27,100,34,93,0,62,25,44,100,44,91,65,68,32,51,0,4
592,21,82,36,60,82,32,82,0,37,28,0,58,34,89,100,100,5
593,0,58,42,78,90,99,100,100,87,75,78,50,76,25,84,0,1
594,36,84,9,86,0,38,27,0,72,9,100,47,88,94,46,100,0
595,18,97,35,100,0,76,0,53,64,54,100,53,75,27,66,0,4
596,48,77,19,66,0,6,49,0,93,38,100,96,48,100,0,70,0
597,100,86,63,100,20,78,22,43,76,47,90,13,36,0,0,24,5
598,19,81,53,100,68,79,49,52,95,38,100,9,50,0,0,7,3
599,66,100,33,78,11,53,0,25,20,0,77,1,100,24,41,26,6
600,85,87,48,72,0,73,34,100,82,96,89,64,87,31,100,0,9
601,73,100,39,75,0,52,43,54,92,61,100,71,84,35,72,0,4
602,0,79,19,100,60,93,59,64,41,38,19,12,54,1,100,0,2
603,100,95,38,99,35,65,70,29,32,0,0,27,36,64,65,100,8
604,34,89,14,84,0,38,24,0,75,3,100,42,82,86,34,100,0
605,13,87,0,57,60,37,42,0,12,16,14,59,30,98,100,100,5
606,100,100,24,77,0,56,96,57,100,86,79,70,37,35,4,0,4
607,57,94,39,100,11,69,0,35,23,4,97,0,100,24,41,5,6
608,3,57,83,70,100,100,6,85,20,52,71,20,0,0,37,32,8
609,0,66,37,73,73,90,100,100,98,74,96,48,90,22,87,0,1
610,31,100,0,62,37,38,100,43,88,80,66,85,62,42,51,0,4
611,14,70,46,100,48,78,41,36,21,0,0,3,50,1,100,1,1
612,0,61,24,71,62,90,100,100,86,74,68,49,51,23,41,0,1
613,55,83,100,100,93,83,82,56,84,28,71,2,0,0,73,3,1
614,16,81,40,59,100,90,30,100,48,69,95,59,75,9,0,0,9
615,82,100,35,78,97,39,94,0,0,1,39,42,100,81,40,94,8
616,8,95,8,58,61,47,54,0,20,21,0,68,37,100,100,100,5
617,9,86,53,100,96,81,64,55,93,48,100,18,51,0,0,11,3
618,20,73,47,100,62,70,41,35,11,3,0,15,49,9,100,0,2
619,0,84,39,100,79,78,39,55,67,48,100,21,62,0,15,10,3
620,14,88,49,100,65,77,34,53,0,31,1,7,50,0,100,0,2
621,19,100,61,98,62,56,50,14,29,0,0,35,50,40,100,39,7
622,19,78,29,36,13,0,8,27,58,49,100,79,55,100,0,88,8
623,17,100,3,75,0,43,60,46,100,62,94,69,92,34,92,0,4
624,100,100,61,87,70,65,93,92,89,64,74,28,41,6,0,0,9
625,55,40,100,64,92,100,48,81,45,40,55,0,0,4,11,38,8
626,0,67,14,25,57,0,100,22,95,75,54,100,7,87,4,39,0
627,20,82,35,100,73,87,42,60,72,49,100,26,57,4,0,0,3
628,38,83,40,53,55,14,11,0,0,30,10,71,52,92,100,100,5
629,73,64,54,100,0,75,60,40,91,0,13,13,46,55,100,87,8
630,0,62,34,82,84,100,100,88,89,66,79,44,76,22,84,0,1
631,0,95,37,99,77,100,100,74,98,37,95,0,70,13,77,31,7
632,0,44,15,0,62,5,95,40,100,88,60,100,27,64,11,17,0
633,0,69,29,100,77,97,39,64,61,38,100,10,47,0,2,15,3
634,15,72,0,39,57,42,43,0,16,15,11,62,36,93,100,100,5
635,13,84,66,100,90,80,52,54,75,51,100,24,60,0,0,1,3
636,0,86,26,100,70,84,77,45,68,5,54,0,50,25,100,23,7
637,28,95,100,100,51,97,0,74,16,54,86,42,71,13,1,0,5
638,82,97,35,100,0,67,0,25,45,2,100,10,61,23,14,0,6
639,98,74,82,100,6,85,10,60,87,75,100,47,69,17,0,0,9
640,19,86,18,35,57,0,100,24,92,72,47,100,0,77,1,31,0
641,55,91,100,100,64,94,27,69,53,52,84,32,48,7,0,0,5
642,22,98,71,100,100,80,59,61,99,39,95,10,47,0,0,10,3
643,100,85,48,79,18,100,57,99,64,62,69,26,43,0,0,19,9
644,59,85,84,100,82,79,60,56,100,48,74,28,37,14,0,0,3
645,66,91,100,100,90,89,53,77,29,52,58,30,38,4,0,0,5
646,0,97,61,100,100,81,88,50,69,20,51,0,30,30,90,36,7
647,57,82,65,100,100,88,89,64,79,39,75,13,39,2,0,0,3
648,39,69,55,100,96,81,80,43,45,10,0,0,44,15,100,3,2
649,7,100,74,93,38,60,0,93,70,92,100,44,67,0,4,7,9
650,0,44,30,61,67,80,100,100,96,80,83,53,68,26,62,0,1
651,56,97,42,100,0,74,52,60,100,81,74,60,50,30,33,0,4
652,100,100,65,79,39,56,17,32,8,5,49,0,47,18,0,12,6
653,0,83,35,100,71,91,63,46,57,0,40,17,60,34,100,34,7
654,0,53,8,55,46,79,89,100,100,85,78,57,56,29,47,0,1
655,58,94,84,100,82,74,46,57,92,42,100,14,52,0,0,1,3
656,16,78,0,100,76,92,100,78,77,35,74,0,98,32,27,38,7
657,49,100,5,87,15,59,92,53,100,84,69,57,35,28,0,0,4
658,100,94,63,100,30,71,8,39,6,6,57,0,54,19,0,10,6
659,100,100,49,80,15,54,0,25,26,0,86,7,62,24,0,19,6
660,35,100,1,77,0,57,86,62,100,77,48,81,22,41,6,0,4
661,94,100,56,74,27,46,15,13,61,0,100,20,49,31,0,19,6
662,0,91,34,100,65,83,43,56,12,36,25,13,63,7,100,0,2
663,40,63,60,100,100,82,85,40,44,11,0,0,45,19,93,3,2
664,0,81,11,100,55,97,100,96,86,76,66,51,48,26,38,0,7
665,100,84,27,100,0,85,0,68,13,51,20,34,27,17,60,0,1
666,38,99,90,95,29,100,10,58,60,53,100,23,49,0,0,18,5
667,50,91,78,100,85,74,71,61,100,38,81,10,41,0,0,4,3
668,25,85,59,100,86,89,86,67,100,45,88,24,49,9,0,0,3
669,64,100,21,74,0,38,17,3,72,0,100,31,59,51,6,39,6
670,0,68,38,78,91,96,100,100,78,75,62,49,59,24,81,0,1
671,100,100,100,92,80,76,65,61,50,45,40,30,15,15,0,0,1
672,60,98,34,56,99,66,74,100,58,65,100,58,66,0,0,8,9
673,42,49,34,94,81,100,85,53,48,16,0,0,45,3,100,3,2
674,60,72,89,100,73,83,62,49,44,15,0,0,47,4,100,5,1
675,17,82,3,39,30,0,81,8,100,49,74,90,24,100,0,61,0
676,48,99,9,100,44,82,64,89,92,56,100,18,55,0,0,5,9
677,6,43,16,2,68,0,100,35,81,75,38,100,7,63,0,22,0
678,79,100,14,81,49,39,100,0,32,0,52,55,71,100,0,71,8
679,89,100,48,76,18,46,8,12,55,0,100,14,51,23,0,12,6
680,85,69,47,100,0,75,44,38,72,0,16,16,57,55,100,87,8
681,0,78,36,100,79,99,85,67,70,41,100,16,63,0,24,16,3
682,10,89,30,100,49,73,29,42,0,16,20,19,64,20,100,0,2
683,1,91,11,49,72,47,53,0,13,12,0,68,36,97,100,100,5
684,15,59,57,81,100,100,79,72,65,44,53,15,0,1,21,0,1
685,26,87,64,100,66,57,39,21,0,0,15,29,57,21,100,21,2
686,36,78,75,100,77,82,61,34,39,0,0,8,50,8,100,7,1
687,100,77,57,100,0,81,20,50,79,66,86,68,81,31,84,0,9
688,25,97,37,70,100,88,27,100,0,80,76,65,75,31,29,0,9
689,0,70,1,29,37,0,88,5,100,43,78,79,34,100,5,70,0
690,66,100,100,94,91,69,69,47,95,24,74,2,36,0,0,9,3
691,45,74,23,68,92,35,77,0,45,28,100,64,95,100,0,80,8
692,0,0,42,10,79,33,100,64,89,96,40,100,22,73,67,64,9
693,39,94,100,100,99,98,36,92,50,69,93,39,61,7,0,0,5
694,0,81,7,96,58,100,100,100,89,75,77,50,67,25,56,0,7
695,70,91,25,69,0,35,6,0,58,0,97,25,100,63,85,100,0
696,26,87,67,100,80,76,61,48,33,23,0,1,48,0,100,3,2
697,0,48,35,64,66,82,100,100,94,75,85,50,84,24,93,0,1
698,100,100,54,89,18,61,0,27,29,0,83,11,61,35,7,25,6
699,56,60,65,100,100,83,81,39,51,0,85,16,56,50,0,55,8
700,25,79,35,100,78,78,50,50,68,48,100,21,59,0,0,11,3
701,64,92,3,100,25,62,44,23,0,0,1,30,55,58,100,90,8
702,0,83,32,100,75,89,39,69,49,49,100,35,70,15,21,0,3
703,26,52,16,8,63,0,100,34,99,81,54,100,6,82,0,38,0
704,98,89,48,100,29,65,58,25,6,0,0,31,53,63,100,91,8
705,20,84,60,100,93,83,60,58,73,43,100,22,54,5,0,0,3
706,19,66,3,28,34,0,77,13,100,51,78,89,34,100,0,76,0
707,0,99,71,100,100,77,72,48,53,18,40,0,0,27,66,33,7
708,29,94,90,100,43,100,8,70,56,61,100,39,61,11,0,0,5
709,19,91,22,58,50,24,25,0,4,37,0,73,44,94,100,100,5
710,30,82,52,100,100,85,81,53,38,28,0,26,56,17,97,0,2
711,4,68,28,98,75,100,64,65,31,36,0,8,43,0,100,6,2
712,42,100,93,98,79,64,51,31,15,0,0,30,25,53,100,52,7
713,47,68,0,70,53,34,85,0,22,12,53,59,100,100,46,88,8
714,78,72,81,100,8,91,0,55,69,59,100,71,74,33,58,0,9
715,62,86,87,100,100,79,85,54,85,25,64,4,29,0,0,12,3
716,48,53,10,54,0,0,49,6,88,48,100,100,48,84,7,44,0
717,5,85,47,100,95,93,55,70,78,50,100,29,49,14,0,0,3
718,0,42,10,60,68,83,100,100,77,75,61,50,48,25,35,0,1
719,66,100,45,75,71,33,46,0,0,23,6,71,45,95,100,91,5
720,29,84,65,100,87,74,69,45,38,19,0,0,49,6,100,12,2
721,48,97,9,67,100,64,66,100,24,57,0,0,87,8,15,41,8
722,91,100,48,76,17,51,0,24,28,0,100,5,78,26,0,29,6
723,100,100,55,88,20,61,0,28,19,0,66,14,62,43,17,43,6
724,9,100,10,91,0,61,0,31,55,24,90,45,88,29,100,0,4
725,100,100,57,90,32,60,15,30,26,0,89,7,70,34,0,43,6
726,30,76,53,100,82,74,66,39,31,12,0,3,50,3,100,0,2
727,31,93,7,59,8,20,54,0,98,27,100,65,60,94,0,100,0
728,19,71,55,100,100,99,73,66,55,44,97,22,55,0,0,4,3
729,100,95,0,78,93,59,81,100,62,44,2,5,96,0,48,48,8
730,0,46,52,72,100,100,84,75,71,42,64,9,2,1,32,0,1
731,0,86,46,100,100,76,81,38,58,0,53,6,8,38,83,40,7
732,66,100,25,80,4,53,0,25,26,0,94,0,100,22,45,8,6
733,21,87,61,100,71,66,38,36,0,12,15,1,60,1,100,0,2
734,0,81,15,100,20,76,19,52,24,28,71,21,88,23,100,0,4
735,14,91,7,55,36,17,4,0,0,51,4,98,52,100,100,97,5
736,0,79,32,100,69,93,54,58,25,29,4,5,52,0,100,2,2
737,61,96,0,83,61,66,100,30,49,0,5,30,39,68,42,100,8
738,0,34,25,52,62,76,100,100,81,79,57,53,37,27,25,0,1
739,26,100,38,78,66,38,45,0,15,33,0,77,34,97,100,100,5
740,30,100,90,99,81,100,32,78,52,57,100,31,58,0,0,17,5
741,17,100,17,69,60,36,30,0,0,20,0,73,41,91,100,92,5
742,0,100,53,100,100,88,84,56,61,24,42,0,18,31,56,46,7
743,31,78,71,100,73,99,56,63,50,26,21,0,0,0,100,3,1
744,55,70,73,100,62,66,49,26,30,0,0,2,50,3,100,6,1
745,32,89,67,100,100,93,79,71,66,47,68,22,40,6,0,0,3
746,30,100,0,78,56,82,44,78,75,51,100,22,72,0,15,7,9
747,0,90,31,100,46,72,27,42,2,17,29,4,64,2,100,0,2
748,25,91,61,100,74,75,44,55,94,43,100,16,53,0,0,6,3
749,33,89,92,100,100,91,63,62,29,31,0,0,6,29,66,38,7
750,47,69,42,100,6,75,54,39,47,0,0,21,42,58,100,90,8
751,20,85,3,55,0,17,38,0,79,23,100,58,83,92,35,100,0
752,73,96,50,70,38,24,0,0,29,41,70,77,100,100,46,78,8
753,0,76,53,85,100,100,76,81,60,61,44,40,27,20,5,0,1
754,28,94,96,100,83,94,22,76,50,64,100,41,66,9,0,0,5
755,13,94,10,63,73,46,65,0,0,8,3,57,31,100,100,99,5
756,61,77,78,100,94,76,77,43,47,15,0,1,47,0,100,4,2
757,99,97,47,100,8,74,0,41,28,11,85,0,100,22,38,24,6
758,33,69,57,100,87,75,66,39,24,15,0,15,51,14,100,0,2
759,100,92,18,81,46,39,62,0,1,13,43,56,74,100,0,75,8
760,42,98,89,100,73,72,59,52,100,32,88,3,41,0,0,19,3
761,100,100,59,82,31,56,17,27,35,0,83,0,49,16,0,8,6
762,0,73,30,100,68,87,56,51,25,22,2,2,51,4,100,0,2
763,50,100,5,82,71,42,91,0,7,18,78,56,100,92,0,90,8
764,86,88,33,65,0,87,58,100,87,67,100,31,93,0,19,7,9
765,9,100,19,75,0,35,46,35,100,34,74,67,77,27,83,0,4
766,0,64,46,77,81,100,100,99,96,72,88,45,74,19,85,0,1
767,0,92,68,100,89,81,74,40,61,0,35,13,20,42,100,50,7
768,0,87,32,100,67,84,48,50,16,23,16,2,58,3,100,0,2
